Spark Area,Average Spark Brightness,Max Spark Brightness,Average Max Spark Brightness
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
847,71.79693034238488,0,0
187642,133.66440882105286,39242,225.23928444014066
144283,126.35188483743754,20536,221.60532723022985
134774,130.41715019217355,22528,222.16672585227272
169702,136.61695796160328,33307,221.8220794427598
161917,133.2075199021721,28355,221.70368541703402
104530,118.99199272935999,9249,220.39842145096767
110318,124.20121829619826,14830,223.21847606203642
146419,126.15057472049392,20585,223.44391547243137
176983,133.723736178051,29655,222.51529253077052
171556,128.85792977220265,24418,220.8221394053567
155489,125.70718185852375,18938,221.36339634597107
125114,120.74020493310101,12559,221.23990763595828
86732,113.47055296776276,4755,218.9478443743428
79257,116.90901750003154,5810,220.55851979345954
82285,122.58502764780944,9287,220.44739959082588
95555,123.11494950552039,11217,220.5331193723812
100830,125.29087573142914,14957,222.22885605402152
103226,121.41586422025459,11839,222.48162851592195
95294,122.0109240875606,11073,221.65564887564346
96971,119.63790205319116,10359,221.13341056086495
106693,123.80480443890414,13332,222.11753675367538
104721,125.12560995406842,14001,222.1637740161417
125173,127.857029870659,17566,223.13873391779575
124753,124.85729401296963,17074,221.67699426027878
121470,125.21126204000988,18664,222.11460565795113
124444,122.67967117739707,15606,223.79828271177752
131725,120.2336534446764,14377,222.25819016484664
116873,126.95333396079505,16425,222.51592085235922
109746,121.92244819856761,12544,221.27535076530611
113345,117.24250738894526,7101,219.2995352767216
109285,117.19909411172623,6705,219.72408650261
90718,114.53758901210344,4450,217.57662921348316
99194,115.30324414783152,5822,219.33012710408795
110614,121.1398376335726,8572,219.70041997200187
123239,121.74726344744764,11682,220.26425269645608
133518,124.96697074551746,14238,220.45575221238937
146255,121.40742538716626,12427,220.18652933129476
140027,123.43726567019218,14827,220.48458892560868
118088,119.90549420770951,8762,219.45891349007076
86808,112.56161874481614,4502,219.63971568191914
70715,112.13000070706356,3484,219.30424799081516
61304,109.46228631084432,2693,218.4727070181953
77922,114.7032032032032,6347,219.27430282023002
85557,116.5748214640532,5879,219.32641605715258
95686,115.97956858892628,7274,221.562139125653
98705,118.29732029785725,8061,220.14030517305545
107442,118.99426667411254,9967,221.17618139861543
111326,115.1411619927061,6998,219.94069734209774
100549,121.62036420053904,8854,220.50372712898124
104786,119.88896417460347,8709,220.1126420943851
102633,120.2030146249257,10000,220.0144
117213,116.15730337078652,7816,220.203812691914
129075,117.54026728646136,10125,221.43703703703704
123726,118.31679679291338,9489,220.38001896933292
113728,120.0073860438942,9847,220.55001523306592
117515,115.66697017402034,6433,219.26783771179853
111637,118.6932737354103,6904,219.5241888760139
113739,122.85296160507829,11571,220.41612652320455
114814,116.01674882854007,6219,218.45087634667954
98445,111.8932906699172,4928,218.51400162337663
103480,121.12212021646695,9144,219.9569116360455
125064,123.98680675494147,12966,219.673839271942
112427,117.17512697127914,7371,219.56437389770724
87523,110.07219816505376,3123,218.10662824207492
73681,105.32981365616645,2005,218.53067331670823
74417,107.09235792896784,1816,217.62059471365637
72257,105.50678826964861,1332,217.46096096096096
84573,109.75950953614037,3341,218.46752469320563
79371,109.57972055284675,2686,218.28518242740134
89500,110.7528156424581,3542,219.47797854319595
95584,117.8092463173753,5933,218.87392550143267
93747,112.69895569991573,4919,220.0278511892661
99391,117.8415751929249,5621,219.61021170610212
104136,120.34121725435968,7550,219.37629139072848
111822,118.9606606928869,8253,219.76287410638557
124209,121.83222632820488,10946,219.03398501735794
116754,121.12409853195608,8510,219.4915393654524
125899,123.73310351948784,11454,219.81700715907107
130184,124.93708136176488,14626,220.9134418159442
140766,124.00645042126649,14874,220.8237192416297
131462,121.27038231580228,12849,220.0410926920383
124982,118.53575714902946,8737,219.36488497195833
114369,121.84214253862498,10148,219.64781237682303
126315,123.4484186359498,13347,220.66239604405484
120766,125.33776062799132,14693,220.62124821343497
113923,122.35036823117369,9968,219.27086677367575
100391,120.15439631042624,8039,220.41062321184228
101202,125.52822078615047,10204,219.5497843982752
123132,128.41494493714063,16227,221.75109385591915
130973,124.07800080932711,14033,221.00078386660016
117755,124.41673814275403,12488,220.1732863549007
107888,121.575847174848,10334,220.74211341203792
99993,114.05734401408098,5555,218.64104410441044
94268,117.61170280476938,6544,219.36262224938875
80251,111.59996760164982,3833,219.93216801460997
67886,108.948089444068,2452,218.74714518760194
77177,111.0423312644959,2667,218.6636670416198
87807,114.59506645256073,3838,217.66440854611778
95074,119.50944527420747,6777,218.8913973734691
96335,121.29325790211242,8726,219.1469172587669
104381,124.92185359404489,12840,220.4436137071651
113719,129.12815800349986,15078,220.63158243798912
114777,127.27464561715327,15457,221.18599987060878
128260,127.02645407765476,17901,221.47801798782191
143383,128.47182022973433,20357,221.92027312472368
149044,129.31292101661253,22297,220.87289769924206
141255,130.80499097377083,23120,222.21526816608997
149817,130.5500310378662,24283,221.9743853724828
145061,126.04036922398164,20397,222.6042555277737
175490,137.38627842042283,39380,224.05388522092431
145754,132.37284053953923,26985,222.72536594404298
142683,126.28955797116686,18919,221.11813520799197
128576,125.32268852663016,14809,220.77007225335944
113477,123.84344845210924,12441,220.08584518929345
102763,121.51750143534152,10338,220.48307216095958
136674,126.31799025418148,18915,222.3370340999207
136187,124.90689272838083,17258,222.03233283115077
140554,125.96984077294137,19273,221.1882426192082
132385,123.97358462061412,14803,221.3091940822806
119848,123.3205894132568,13567,221.12464067221936
101814,113.23704991455006,7148,220.5141298265249
69871,106.03241688254069,1680,218.51785714285714
55070,106.6645178863265,1258,217.1891891891892
57198,107.98858351690619,1693,218.94565859421147
69547,122.58699872028987,5840,220.1736301369863
81670,121.92300722419493,7302,220.0434127636264
95041,121.75296977094096,10955,220.49940666362392
98287,128.25055195498896,13719,222.80384867701727
114245,125.3700468291829,12736,219.4448021356784
112721,124.66356756948572,13745,221.92986540560204
121037,129.40426481158653,18588,221.979180116204
133635,129.41833352041007,20937,221.96632755409084
126332,128.1067188044201,18746,221.39805825242718
128633,132.19259443533153,20717,222.2124342327557
135419,125.2775755248525,16985,221.43326464527524
127703,127.0364126136426,18507,221.62090019992436
118802,126.9844699584182,18255,223.39605587510272
115117,121.50263644813538,12225,220.95893660531698
119006,122.60203687209048,14241,221.45060037918685
118294,123.63011648942465,12237,220.0751001062352
102460,124.73639469061096,11302,220.81189170058397
99185,118.26295306750012,7334,220.28101990728115
104127,123.89938248485024,10426,220.01611356224822
121988,125.45504475850083,14841,220.3358938076949
142997,125.2340119023476,14893,219.83106157255085
142741,125.41577402428175,14696,220.0311649428416
128432,117.45103245297122,10272,219.34092679127727
119986,117.56824129481772,10069,220.8952229615652
87421,115.77246885759715,5221,218.60084275043096
67014,112.1753066523413,3485,218.67632711621235
60723,117.78731287979844,4662,219.53110253110253
67076,118.69785019977338,5397,220.56827867333703
83869,120.35288366380904,6787,219.67953440400765
98263,123.08709280197023,12464,221.85574454428755
109345,123.16280579816178,13400,222.74358208955223
106776,125.92205177193377,14952,223.44495719636168
119556,121.46967948074543,13843,222.82828866575164
112573,128.3543123128992,17438,223.7153343273311
126309,123.51303549232438,15219,222.08384256521452
122464,131.12758035014372,21422,223.6551209037438
130433,132.6713101745724,21824,223.26796187683286
149445,129.48135434440763,21194,222.94314428611872
146627,132.25687629154248,25412,223.16039666299386
140029,131.2931821265595,22312,223.69334887056291
138676,128.67432720874555,19366,221.9857998554167
135815,128.39419062695578,17332,220.89626125086545
138924,125.60433042526849,12338,219.07002755714055
132724,124.37987101051807,13891,220.31106471816284
121495,119.86388740277377,8720,219.40366972477065
110106,121.50141681652227,9259,219.3226050329409
124735,125.44050186395158,12707,219.79381443298968
140328,126.79269283393194,14330,220.45143056524773
119517,120.06835010918948,8526,218.66279615294394
80922,108.66200785942019,2958,218.81676808654495
72530,109.31658624017648,2718,218.6972038263429
66100,107.55461422087745,1774,216.2367531003382
77900,111.63555840821566,3121,218.5568727971804
78347,111.36043498793828,3272,217.6253056234719
85786,115.46753549530226,5275,219.6851184834123
94829,119.2776787691529,7996,219.5840420210105
110505,121.36266232297181,10741,220.05818825062843
118646,126.28465350707145,14586,221.68791992321405
122262,120.06782974268374,11545,221.80918146383715
129526,124.24237604805212,13695,221.6230741146404
136840,126.27882198187665,17784,221.61673414304994
130953,124.50201980863363,12332,219.91639636717483
147021,125.90921705062541,17368,220.82058959005067
142516,125.30701114260854,15717,221.42151810141885
138579,124.84531566831916,15057,221.09962143853357
145308,121.26558069755278,13537,220.36366994164143
137451,126.12513550283374,14545,220.18129941560673
140004,122.27054941287392,12313,219.7097376756274
135932,126.70464644086749,15454,219.88313705189594
142220,127.0326255097736,15478,220.80953611577723
136868,125.36305783674781,14135,219.92946586487443
111622,122.40887101109101,11301,220.13228917794885
103860,118.04740034662045,6739,219.1114408665974
118886,122.46397389095436,11560,220.30250865051903
129084,127.81253292429736,18246,221.46514304505098
137176,125.86908788709395,15283,219.9068900085062
133197,124.66945201468502,14660,220.50723055934515
125218,122.70045840054944,11775,220.4152016985138
120271,118.36476789916107,7601,219.56703065386134
91994,115.71261169206687,5791,219.96995337592816
65405,107.8542466172311,1733,217.74899019042124
58590,103.82974910394265,1436,218.008356545961
60428,108.18668498047263,1200,216.59583333333333
84830,111.0642697159024,2896,217.5618093922652
101744,117.19934345022803,5968,218.2701072386059
102429,118.95171289380937,8959,219.95691483424488
117691,124.6514091986643,11764,219.38753825229514
130272,122.88134057971014,11516,219.94781174018757
141045,128.40993300010635,15909,220.39870513545793
144396,131.5230892822516,21278,220.90158849515933
151987,130.7895609492917,21550,220.7626914153132
165157,128.69513856512287,23775,221.0421451104101
161536,125.85099296751189,18624,221.20548754295532
158579,129.28531520567037,23616,221.71536246612467
171423,130.83689469907773,27010,221.8768233987412
146833,120.16961445996472,11028,219.056945955749
166957,138.58176656264786,36386,222.71274666080362
158299,132.62390792108604,26932,222.0978390019308
155913,127.45965378127545,22017,222.0708089203797
132506,126.25051695772267,15329,220.55822297605846
132629,133.46888689502296,23910,222.8314930991217
150660,133.87401433691755,27541,223.64812461421153
152790,128.83091170888147,20440,222.29422700587085
138256,125.41737067469043,15660,220.82509578544062
143483,123.28351093857809,14428,220.42375935680622
141736,121.49712846418694,14094,220.7564921243082
115188,117.99569399590236,9637,221.37594687143303
84962,116.81869541677456,7420,220.07601078167116
78636,109.82680960374383,2445,217.23803680981595
84720,115.6212582625118,3998,218.36193096548274
81833,120.56721615973996,6239,218.7148581503446
99647,119.31507220488324,8393,220.14976766352913
103390,119.88184543959764,8041,219.7071259793558
106747,117.91698127347841,7021,219.61529696624413
112016,122.0609109412941,10878,219.01507630079058
119303,122.04807926037066,11883,219.53622822519566
135013,125.65290009110234,16592,220.72860414657666
138183,125.17070840841492,16387,220.81369378165618
142425,130.9604914867474,20559,221.80718906561603
143617,128.0586351197978,22364,221.78733679127168
131685,125.62889471086305,14558,220.74701195219123
133124,126.69411976803582,16725,222.08083707025412
142305,124.00087839499666,16277,221.10395035940283
133314,126.68276400078011,17540,222.08318129988598
139466,127.43764788550614,19716,223.87203286670723
146590,125.79643904768402,18529,220.55313292676345
131041,123.00989766561611,13983,220.83951941643423
124472,124.51975544700817,13430,221.32866716306776
133784,126.51635472104287,17650,222.66611898016998
158035,127.7974119657038,23144,222.69335464915312
140739,127.07136614584444,18083,222.15074932256815
146014,120.593073266947,14368,220.7358017817372
132007,119.03707379154136,11066,219.7560997650461
118967,115.63871493775585,9892,220.6527496967246
97564,116.38117543356157,8029,219.9980072238137
86114,118.23240123557146,5916,219.6555104800541
84509,118.06321220225065,6563,219.8485448727716
88379,122.04021317281254,10058,221.54871743885465
105151,126.69288927352093,14390,221.79089645587214
114492,124.51668238828914,13392,221.3370669056153
116390,126.96424091416789,15459,221.59369946309593
118904,124.37731279015004,11705,220.0452797949594
122495,128.12621739662845,17641,221.5633467490505
131249,128.47067025272574,18400,221.41032608695653
129737,129.51097990550113,19543,222.9715499155708
145744,128.48283977385003,22598,222.0583679971679
146227,135.88762677207356,30513,223.76691901812342
160551,130.4788758712185,27137,223.64310719681615
163772,133.9956463864397,32589,224.23833195249932
160581,129.9427952248398,22608,224.36920559094125
152183,127.94771426506246,20956,222.07286695934337
148713,130.53785479413366,22021,221.57372508060487
146725,129.42688021809508,18623,220.73484401009503
147926,127.87881778727201,16410,220.41304082876295
135802,121.15810518254517,10988,219.63378230797233
146015,125.68017669417526,16381,220.47146083877664
154251,124.56968188212718,16072,220.47336983573916
143850,126.72774417796316,15886,220.47431700868688
123463,121.83662311785717,10784,219.71086795252225
98210,120.3504327461562,8550,220.03976608187133
84854,122.57411553963279,8309,219.9776146347334
81796,113.06860971196636,5671,220.64909187092223
94887,118.03377701898047,9100,221.37065934065933
90609,117.33865289320046,7268,221.4109796367639
96902,119.41551257971972,10312,222.08630721489527
111651,119.3603281654441,12168,223.48717948717947
121913,126.64175272530412,16340,223.60403916768666
123855,128.4635420451334,18383,224.80536365119949
139858,126.42824865220437,18684,223.6837936202098
149287,132.46156731664513,25007,223.41544367577077
138922,133.6470033544003,23688,224.84084768659235
151898,130.2441111798707,23014,224.42191709394282
147533,130.9252980689066,22247,222.6936665617836
154915,131.58529516186294,25425,223.22591937069814
149867,126.41884470897529,18910,222.83691168693812
157230,128.3164027221268,22838,222.83159646203697
141828,129.24184928222917,19164,221.88347944061783
147907,122.40758043905969,11935,220.16648512777545
163013,127.99842957310153,17469,219.57707939779038
150613,128.5863504478365,17483,219.73122461820054
154573,130.6748914752253,22146,220.2813149101418
139282,123.34751798509498,12029,219.0874553163189
121022,125.27418981672754,11497,219.27763764460295
141170,127.40008500389601,15509,219.56347927010123
161020,122.94808098372873,16544,220.58631528046422
161336,128.1002875985521,19408,220.08285243198682
143955,123.28133097148414,14323,219.87963415485584
151286,121.52997633621088,12837,219.88026797538365
130699,118.59136642208433,11211,219.4954954954955
120776,123.38939027621382,9881,219.4584556219006
95861,113.32743242820334,4447,218.76928266246907
89201,112.98320646629521,4083,218.64046044575068
84439,113.28232214971754,3509,217.06269592476488
105566,115.99115245438873,6787,219.75099454840137
108222,119.14552493947626,7177,218.4717848683294
124464,123.50150244247332,11340,220.2327160493827
133767,124.77319518266837,12619,219.7536254853792
126736,128.92149034212852,15197,219.78482595249062
141104,128.87558113164758,18461,221.58322951086075
152554,130.18993274512633,21987,220.69741210715424
168139,129.84051885642236,21756,221.13711160139732
161905,131.2223155554183,22877,220.58084539056694
161515,130.69327926198804,21872,219.76965983906365
164933,132.9121461441919,25200,221.81619047619049
180883,128.74611765616447,27610,220.86577327055414
128668,115.74240681443716,8961,218.7133132462895
162210,133.21991245915788,30333,222.9006692381235
161599,128.34796007401036,23312,221.46482498284146
144554,130.07111529255502,20134,221.06501440349658
154291,130.17688005133158,23201,221.24985991983104
167257,129.58734163592555,23922,220.4793077501881
186682,129.5775114901276,27017,221.44727393863124
160756,132.08666550548656,23820,221.30478589420656
148418,122.424928243205,13791,219.44695816111957
155240,124.481125998454,17523,220.94578553900587
135727,122.84481348589448,13510,220.3483345669874
121135,118.17061955669294,8227,219.8918196183299
98615,113.3328702530041,5261,218.82455806880822
86110,113.01476019045407,4189,218.10718548579612
88176,116.85099119941934,4236,218.01298394711992
103643,112.50803238038266,5332,218.0474493623406
98049,112.91875490826015,3269,217.94432548179873
110366,120.26946704601055,7726,218.77646906549313
110936,118.85251856926516,5777,217.7812013155617
117934,119.98979937931385,8248,218.66658583899127
122459,123.11175985431859,10389,219.20011550678603
136077,122.29566348464472,12511,219.35312924626328
137719,131.01290308526782,17506,219.98960356449217
153370,127.94482623720414,21222,220.33691452266515
149104,125.85501394999463,14825,219.31568296795953
151406,125.34990687291125,17157,220.85731771288687
156714,130.8401802008755,23901,221.10409606292623
144453,128.4023661675424,20152,221.66767566494642
155300,127.94714745653573,26117,223.37370295210016
161561,126.21888327009613,24811,224.98315263391237
151935,128.1880146115115,21432,222.84523142963792
136387,122.43435224764823,16250,222.67298461538462
148882,131.95778536021817,27157,224.254630482012
167337,131.87730746935824,28896,225.4090877630122
185697,132.1046597414067,31221,222.34742641171007
178838,130.4058421588253,28943,222.56200117472272
165771,124.24481966085744,20059,221.51782242384965
141033,118.34818801273461,15120,221.97652116402116
130157,118.26016272655332,11320,220.601148409894
117442,123.13317211900342,13215,222.23473325766176
102861,124.72327704377753,13948,223.3753226268999
95499,121.04269154650834,9829,221.58958184962864
102864,119.25706758438326,10268,222.42910011686794
116958,125.0229142085193,15214,221.77829630603392
115342,124.58524214943385,15966,222.54127520982087
120002,131.68310528157863,21522,222.1474770002788
131411,126.3342338160428,18458,221.94311409686856
133976,125.37809010569057,17857,222.3296186369491
133430,127.21556621449449,19329,221.35821822132547
142207,127.09538911586631,20431,222.3401204052665
140578,128.8628946207799,21807,222.5202457926354
147240,132.4482409671285,26344,223.06547980564835
158174,130.92999481583573,27978,222.56569447422976
172513,130.27005501034705,29297,224.01361914189167
162996,133.58829664531646,30201,224.02847587828217
161375,130.76919597211463,26334,223.48959520012153
176695,128.09144005206713,24608,222.2101755526658
179675,127.10983720606652,22652,221.07716757902173
176136,127.21579347776718,24626,221.62377162348736
161155,126.29125376190623,20505,220.61545964398928
161337,130.61259971364288,22960,221.6307055749129
186203,128.91850292422785,27869,221.6865693063978
164091,133.0542442912774,27663,222.26692694212485
143312,123.89476805850173,14901,220.91329440977117
127730,122.68881233852657,12460,221.06894060995185
115317,115.6366710892583,8285,219.3616173808087
108451,119.86117232667287,9057,220.12719443524347
105670,120.09123686949938,10417,220.79955841413076
103175,120.86442452144415,11142,221.00628253455395
110496,123.35592238633073,13163,221.9889083035782
116903,123.07184588932705,15126,222.58058971307682
119773,128.95502325231897,17408,223.53573069852942
131175,127.51378692586239,17623,222.08171139987516
145652,131.84528877049405,22847,223.7551976189434
151712,131.1859114638262,25545,223.16433744372677
157540,130.14550590326266,25911,223.15128709814365
157563,132.00267194709417,25865,223.60139184225787
158181,132.41180040586417,25122,222.74066555210572
157537,128.44324825279142,21471,222.23543384099483
155896,131.8147418792015,22856,222.48333041652083
163431,129.62409212450515,21723,221.7552824195553
167847,125.40824679618939,19609,222.15090009689428
158686,127.11884476261297,20729,220.41043948092045
170957,131.2553741584141,22501,219.945735745078
165974,131.5496101799077,24536,220.90899087055755
158724,128.540409767899,21691,220.99580471163156
152388,128.55343596608657,18911,220.55835228174078
157909,127.52190185486577,18834,221.17112668578105
153817,126.39530741075434,18096,220.45910698496905
165541,125.60282346971445,19110,220.3620094191523
161440,127.22959613478692,19162,220.37647427199667
162797,122.22571054749166,15388,220.29854432024953
146243,120.50295740650834,11703,219.8006494061352
132898,118.64892624418727,8787,218.99294412199842
118449,119.440037484487,8798,219.44350988861106
102328,117.48662145258385,7220,219.2049861495845
93218,118.37482031367333,6328,218.82490518331227
98960,119.73511519805982,8845,219.69960429621256
100415,119.2351839864562,7689,219.25451944336064
115031,123.09060166389929,11182,219.80414952602396
128933,121.40922029271017,12246,219.70112689857913
132286,131.41264381718398,17818,220.74553821977776
140852,130.71491352625452,21618,222.21084281617172
147999,134.77264711248048,25867,221.37642556152628
152431,136.55588430174964,27254,222.5345270419021
170036,136.84299795337458,34352,222.43691779226828
170817,133.8011848937752,29977,221.44070454014744
177400,132.5591770011274,27046,220.6386526658286
189497,134.3932252225629,36272,222.34461843846492
155413,124.84519956502996,14646,219.91137511948654
148272,130.50820788820545,21875,221.24722285714284
176152,134.80752418365958,34610,222.88428199942214
173102,136.6588774248709,33077,222.37140611300904
156608,132.94594784429916,25924,221.72315229131306
170748,131.7297596457938,30630,222.61328762650996
193585,134.2858175995041,36825,222.59994568906993
181471,133.6506053308793,32038,222.28400649229042
180194,130.00356837630554,26960,220.5799703264095
165754,124.45364214438264,17489,219.9276688204014
159521,126.11338319092783,19474,220.62462770873987
143061,123.63509971270996,13507,219.85059598726585
122687,120.55025389813102,9789,219.09551537439984
98094,118.1145839704773,4767,219.12565554856303
94427,117.54316032490708,5168,218.35545665634675
94657,121.94713544692944,8304,219.8654865125241
101354,122.8684807703692,10568,219.93319454958365
105444,123.11204051439627,8411,218.7584116038521
111630,123.68277344799785,10822,219.35446313065978
113338,120.91600345868112,11103,220.11519409168693
115341,121.8781092586331,8432,218.59653700189753
122528,123.71275137111517,13066,219.16653910913823
151685,122.702277746646,16117,219.69584910343116
152472,125.19280261293876,19166,220.5406970677241
143010,126.54912943150829,17451,220.18680877886655
148510,129.42802504881826,19610,220.68949515553288
157113,128.7698535449008,19839,220.77927314884823
157889,127.60314524761067,21020,220.92031398667936
175046,129.23866869280076,24495,221.85756276791182
172063,132.40066138565524,29165,222.56074061374935
160986,133.12841489322054,26588,223.23401534526855
156182,130.30912012908018,24319,222.82630864755953
